max, average, standard deviation
0.0, 0.0, 0.0
0.982300884956, 0.899115044248, 0.131450935417
0.964601769912, 0.936283185841, 0.0171599286988
0.964601769912, 0.948672566372, 0.0117402647446
0.964601769912, 0.946902654867, 0.0268420369701
0.973451327434, 0.950442477876, 0.0254030090167
1.0, 0.962831858407, 0.0264896098179
0.973451327434, 0.953982300885, 0.0188974836319
0.982300884956, 0.959292035398, 0.0143788290348
